landslide_id,latitude,longitude,landslide,event_date
100944,14.7975442,-89.670449,0,2020-10-27
100946,14.44789374,-89.43098738,0,2013-07-28
100953,14.45768235,-89.3989718,0,2021-04-27
100989,15.08526628,-89.72036409,0,2020-02-28
100994,15.04795009,-89.77980328,0,2011-08-17
100998,15.15027614,-89.72867448,0,2014-07-04
101037,14.59082516,-89.4226886,0,2010-05-25
101056,14.68356035,-89.37805559,0,2016-01-20
101086,15.92400415,-91.31912515,0,2015-02-18
101148,15.58126512,-91.27100465,0,2015-12-26
101161,15.73697189,-91.46884444,0,2020-11-17
101172,15.7141099,-91.21479696,0,2013-08-17
101211,15.81502226,-91.59971206,0,2013-01-17
101229,15.82458727,-91.35735543,0,2021-12-23
101248,15.78603509,-91.58301064,0,2021-05-27
101264,15.47355092,-91.33915599,0,2010-03-22
101280,15.41685384,-91.77030143,0,2016-11-07
101281,15.40856226,-90.08684941,0,2010-05-12
101292,15.41804657,-90.11862654,0,2016-11-14
101292,15.41804657,-90.11862654,0,2014-01-09
101299,15.49967536,-90.33944525,0,2014-10-08
101304,15.41101866,-91.75949363,0,2019-03-17
101304,15.41101866,-91.75949363,0,2016-07-25
101305,15.40398752,-90.16042532,0,2019-03-26
101317,15.46801958,-91.86746174,0,2016-02-02
101331,15.47652177,-91.69854046,0,2016-07-27
101339,15.5504544,-91.56701284,0,2017-04-23
101354,15.43964905,-90.09079115,0,2017-08-30
101354,15.43964905,-90.09079115,0,2020-09-13
101356,15.44939189,-90.44568111,0,2016-10-12
101356,15.44939189,-90.44568111,0,2019-05-21
101383,15.60919035,-91.77320445,0,2011-04-19
101386,15.52587753,-90.33314332,0,2019-02-11
101387,15.52486593,-91.7688939,0,2013-09-06
101396,15.56380317,-90.16587137,0,2015-02-06
101413,15.19019211,-91.65595271,0,2016-05-02
101421,15.18143576,-91.4458724,0,2015-08-19
101434,15.28649393,-91.8271944,0,2018-01-06
101436,15.28071555,-91.22818536,0,2010-12-17
101437,15.27637378,-90.25401125,0,2014-01-03
101438,15.28444807,-91.40550732,0,2019-10-11
101439,15.28759684,-91.83230282,0,2011-02-23
101444,15.29940436,-92.10752784,0,2013-09-02
101449,15.24871817,-91.01252171,0,2016-11-08
101450,15.25165521,-91.94330443,0,2020-01-17
101452,15.30362069,-92.17011782,0,2013-12-21
101459,15.22804942,-92.02327205,0,2021-11-29
101459,15.22804942,-92.02327205,0,2010-01-07
101464,15.23879667,-91.72992197,0,2011-11-05
101470,15.24876837,-91.97354596,0,2015-02-11
101472,15.25346323,-92.05457159,0,2019-03-16
101472,15.25346323,-92.05457159,0,2014-07-28
101472,15.25346323,-92.05457159,0,2010-03-14
101475,15.25009721,-91.30226751,0,2010-05-22
101479,15.25202441,-90.72257028,0,2013-11-22
101480,15.25896272,-91.66898086,0,2014-01-19
101495,15.34470673,-91.11053544,0,2010-06-23
101498,15.36081137,-91.49650298,0,2019-12-05
101498,15.36081137,-91.49650298,0,2013-03-12
101518,15.33254134,-90.06716639,0,2018-12-22
101554,15.35108572,-90.28995388,0,2011-08-15
101555,15.36859205,-90.03888108,0,2014-02-01
101555,15.36859205,-90.03888108,0,2020-05-05
101557,15.3464612,-90.18107944,0,2019-09-04
101557,15.3464612,-90.18107944,0,2016-02-20
101570,14.7498291,-91.61178032,0,2020-08-30
101574,14.98171513,-91.53011396,0,2018-05-14
101595,14.57870201,-90.34645374,0,2018-03-14
101604,14.61285322,-90.06230048,0,2018-04-21
101632,14.64143675,-90.08144832,0,2017-07-20
101707,14.37918425,-90.04166958,0,2017-01-26
101731,14.43885038,-90.43283437,0,2018-12-16
101734,14.44198203,-90.10510179,0,2010-02-08
101783,14.47823499,-89.9562733,0,2018-10-08
101907,14.12797248,-89.92125036,0,2017-01-25
101948,15.40077482,-90.83900948,0,2017-02-19
101948,15.40077482,-90.83900948,0,2019-12-17
101970,14.93243412,-91.21477103,0,2013-05-22
102004,15.12444873,-91.53304973,0,2018-07-11
102009,15.18191664,-91.87354347,0,2019-11-26
102012,15.22115463,-91.97765544,0,2020-08-05
102012,15.22115463,-91.97765544,0,2018-11-01
102023,15.13769238,-90.25881378,0,2013-03-07
102024,15.11883887,-90.88281198,0,2017-03-01
102026,15.1309493,-91.90297684,0,2011-02-25
102033,15.11709802,-91.86577648,0,2017-04-20
102036,15.17748722,-89.4143751,0,2012-12-15
102069,15.03091238,-91.7372631,0,2013-11-25
102077,15.08422808,-90.67130293,0,2010-07-07
102098,15.02929265,-91.52186602,0,2019-11-17
102108,15.12161221,-91.61530816,0,2017-11-07
102111,15.13452798,-91.78211889,0,2020-07-17
102118,15.0964899,-89.65207036,0,2017-07-23
102118,15.0964899,-89.65207036,0,2015-06-09
102122,15.10991169,-91.84618694,0,2017-11-09
102125,15.17094021,-91.10881918,0,2014-02-20
102125,15.17094021,-91.10881918,0,2018-07-13
102125,15.17094021,-91.10881918,0,2017-04-05
102127,15.09260272,-90.12866285,0,2014-02-04
102133,14.98523218,-91.66543207,0,2016-10-02
102139,14.97648094,-90.82981801,0,2021-07-05
102142,15.08812865,-91.9653237,0,2018-05-24
102150,15.07923057,-91.54055275,0,2017-06-15
102153,14.98861393,-91.57272679,0,2019-04-07
102161,14.98827219,-91.63812213,0,2011-11-22
102161,14.98827219,-91.63812213,0,2021-08-07
102179,14.99225912,-91.76606082,0,2015-04-13
102184,14.96809972,-91.28642401,0,2021-07-22
102190,15.0565437,-90.56135452,0,2014-04-20
102205,15.02299077,-91.61466311,0,2011-02-07
102205,15.02299077,-91.61466311,0,2011-08-09
102217,15.01405418,-91.62184296,0,2015-02-24
102217,15.01405418,-91.62184296,0,2019-12-14
102219,14.92211708,-91.18015045,0,2012-11-15
102219,14.92211708,-91.18015045,0,2021-06-12
102219,14.92211708,-91.18015045,0,2015-03-14
102230,14.88566448,-91.49437034,0,2016-04-12
102232,14.89355864,-91.52900377,0,2011-11-28
102257,14.92534054,-91.21224614,0,2019-08-07
102273,14.95973434,-91.41055191,0,2015-06-27
102273,14.95973434,-91.41055191,0,2016-06-30
102274,14.95466992,-91.52929847,0,2018-10-06
102275,14.95210904,-91.18092681,0,2013-03-08
102291,14.86621377,-91.51766355,0,2010-06-24
102299,14.84394413,-91.48349149,0,2011-05-23
102320,14.76383487,-90.56963691,0,2020-05-25
102323,14.75251595,-91.46385617,0,2018-03-18
102335,14.87071352,-91.53685342,0,2017-05-09
102359,14.79024349,-89.8924081,0,2020-04-17
102412,14.80861915,-91.52871947,0,2015-10-28
102460,14.69668246,-89.30941643,0,2012-05-02
102488,14.6960167,-89.38764196,0,2014-09-02
102528,14.63675159,-90.80053129,0,2020-10-26
102566,15.25504011,-91.22529764,0,2016-11-28
102591,15.2562053,-91.79255082,0,2012-11-08
102608,14.4278968,-90.00611213,0,2019-11-30
102609,14.44880465,-89.39894326,0,2019-01-26
102609,14.44880465,-89.39894326,0,2014-11-13
102610,15.00652629,-91.35396625,0,2015-06-27
102651,15.4170528,-90.8084606,0,2017-03-17
102651,15.4170528,-90.8084606,0,2018-09-17
102661,15.06080102,-91.56034853,0,2019-09-15
102680,14.53989483,-90.33300289,0,2010-01-19
102680,14.53989483,-90.33300289,0,2019-06-18
102685,15.33221927,-90.27534109,0,2021-01-07
102703,15.82908532,-91.59846492,0,2018-05-19
102704,14.3679425,-90.20215538,0,2012-03-08
102717,15.19634008,-90.82023948,0,2018-04-30
102721,14.72118379,-91.20926219,0,2010-10-29
102729,15.26508169,-91.72198628,0,2013-05-02
102744,15.20960896,-91.67167774,0,2011-03-24
102745,15.59251071,-90.07886283,0,2016-07-02
102748,15.40233249,-90.75242775,0,2011-05-15
102795,15.02754119,-90.95585293,0,2010-08-18
102796,15.55214332,-91.03864779,0,2021-05-14
102815,15.55880077,-91.02317265,0,2020-07-25
102848,15.00984658,-90.26912625,0,2012-04-16
102849,15.39662128,-91.03221695,0,2020-07-05
102849,15.39662128,-91.03221695,0,2016-01-04
102862,14.9501905,-91.65462248,0,2021-12-28
102874,15.23763013,-91.81336346,0,2019-04-22
102883,15.63214234,-90.18948726,0,2011-04-16
102925,15.29173589,-91.74428566,0,2017-04-02
102930,15.03614111,-92.0185498,0,2010-08-18
102984,15.22015923,-91.89020843,0,2017-04-24
102997,15.19977246,-90.25314372,0,2016-09-13
102998,14.59376383,-89.9615092,0,2020-06-27
103002,15.03996899,-89.93118073,0,2011-05-12
103013,15.20340797,-90.15941743,0,2014-05-01
103018,14.99517402,-91.1223138,0,2014-05-07
103048,15.12512107,-89.73040428,0,2018-07-25
103071,15.19703876,-91.83036297,0,2012-05-05
103074,14.39112172,-90.57694514,0,2015-03-31
103082,15.26469866,-91.3830357,0,2011-01-05
103082,15.26469866,-91.3830357,0,2021-09-14
103085,15.18286474,-90.52718643,0,2020-12-23
103095,14.76137468,-91.01890219,0,2021-02-27
103095,14.76137468,-91.01890219,0,2017-10-22
103099,15.18932766,-91.28409329,0,2020-07-26
103099,15.18932766,-91.28409329,0,2014-02-21
103120,14.98200055,-89.16272034,0,2019-02-08
103132,15.42451779,-90.79913302,0,2017-06-11
103132,15.42451779,-90.79913302,0,2013-08-24
103171,14.51712425,-90.24971636,0,2011-01-14
103202,14.98893627,-90.99374008,0,2015-12-20
103204,15.13665435,-90.28056799,0,2015-01-10
103223,15.74016916,-91.70959322,0,2010-11-07
103224,15.44577306,-90.53122214,0,2014-04-04
103224,15.44577306,-90.53122214,0,2017-02-13
103243,15.21035828,-91.40560504,0,2021-10-27
103248,14.97891529,-91.60929946,0,2017-08-03
103289,15.60735984,-91.49559915,0,2012-09-28
103332,15.33507665,-90.07429615,0,2019-03-18
103332,15.33507665,-90.07429615,0,2021-10-29
103383,15.03879451,-90.19824362,0,2020-05-09
103385,15.36199019,-90.82246111,0,2021-05-31
103385,15.36199019,-90.82246111,0,2020-04-17
103388,14.8568984,-91.80168595,0,2011-06-02
103404,14.66393864,-90.764987,0,2013-01-10
103430,14.44816705,-90.33018713,0,2019-10-06
103440,15.10895896,-89.85163541,0,2014-09-18
103451,15.13024353,-91.85953885,0,2015-07-16
103451,15.13024353,-91.85953885,0,2017-03-03
103451,15.13024353,-91.85953885,0,2011-12-06
103460,14.29721126,-90.10921245,0,2018-04-27
103460,14.29721126,-90.10921245,0,2012-10-04
103492,15.1186722,-90.78731508,0,2018-07-20
103504,14.85569781,-91.88496503,0,2015-01-29
103520,15.16844171,-91.30241452,0,2020-03-20
103539,14.98214744,-89.92809089,0,2011-08-29
103570,14.9861981,-91.51117313,0,2020-04-22
103577,15.32913419,-91.98738414,0,2013-05-15
103591,15.12711861,-91.26131354,0,2012-05-01
103596,15.49802618,-91.47443601,0,2014-04-23
103619,15.10888519,-91.99583526,0,2013-01-11
103631,15.30249982,-91.18507165,0,2010-10-20
103631,15.30249982,-91.18507165,0,2020-11-19
103639,14.99619239,-91.62257902,0,2014-02-19
103667,15.09477893,-91.87434206,0,2020-01-13
103697,14.9185218,-91.3035347,0,2015-09-22
103700,15.32093506,-91.90848487,0,2016-07-31
103705,15.18731284,-89.6393984,0,2015-10-15
103718,15.51337609,-90.70708886,0,2015-10-08
103742,14.668399,-91.0471445,0,2017-10-04
103742,14.668399,-91.0471445,0,2013-07-16
103743,15.12511488,-90.78375785,0,2020-10-12
103743,15.12511488,-90.78375785,0,2019-11-17
104035,15.85137601,-91.47304992,0,2011-08-13
104037,15.86226913,-91.33636002,0,2013-07-01
104041,15.97786537,-91.46770038,0,2012-02-05
104045,15.98581909,-91.57921655,0,2012-01-21
104065,15.48985205,-90.43512653,0,2021-08-07
104091,15.51024836,-90.40665252,0,2010-12-09
104102,15.52506817,-90.35344629,0,2015-03-26
104105,15.36605989,-90.32594626,0,2011-04-30
104200,15.81242959,-91.57139739,0,2016-06-07
104225,15.80191301,-91.5073583,0,2014-09-26
104229,15.81719806,-91.37174131,0,2021-11-25
104233,15.70595017,-91.31437938,0,2014-03-12
104233,15.70595017,-91.31437938,0,2019-10-28
104233,15.70595017,-91.31437938,0,2019-10-23
104234,15.78860083,-91.38843673,0,2019-12-14
104234,15.78860083,-91.38843673,0,2019-06-21
104238,15.47881793,-91.29679225,0,2014-05-19
104266,15.54962818,-90.92875794,0,2010-06-09
104268,15.62094571,-90.97318441,0,2019-11-17
104276,15.47000203,-90.33424377,0,2015-02-23
104278,15.5091864,-90.24036046,0,2012-05-27
104295,15.60885122,-90.09993522,0,2012-04-08
104333,15.30628299,-90.8224872,0,2015-01-26
104379,15.72438295,-91.48252416,0,2017-06-21
104382,15.67718282,-91.39673595,0,2011-04-10
104477,15.44865819,-91.44946886,0,2018-09-28
104478,15.6234684,-91.33313253,0,2016-05-11
104478,15.6234684,-91.33313253,0,2014-09-17
104481,15.53262405,-91.41869592,0,2015-08-05
104481,15.53262405,-91.41869592,0,2017-09-12
104487,15.4695707,-91.86430841,0,2020-10-02
104488,15.47569752,-91.86842081,0,2011-01-30
104490,15.31919008,-91.95942886,0,2018-02-03
104495,15.52428659,-92.02350653,0,2019-10-28
104498,15.28716633,-90.54262772,0,2012-12-28
104514,15.308167,-90.62725487,0,2015-10-22
104549,15.41127872,-89.89115534,0,2012-06-15
104568,15.19741114,-89.74145957,0,2020-12-16
104588,15.31264737,-91.23167402,0,2010-11-11
104592,15.36164515,-91.25339823,0,2018-10-03
104594,15.41556132,-91.77495791,0,2019-11-20
104600,15.41827634,-90.6186654,0,2015-11-09
104602,15.43365843,-90.4964804,0,2012-02-28
104610,15.39632257,-91.14077023,0,2020-08-14
104614,15.39313095,-91.07823124,0,2019-11-13
104614,15.39313095,-91.07823124,0,2012-12-31
104617,15.42624634,-90.91577025,0,2010-11-19
104617,15.42624634,-90.91577025,0,2018-11-29
104643,15.3819833,-91.05695355,0,2016-07-29
104643,15.3819833,-91.05695355,0,2016-08-05
104644,15.23222736,-92.13560535,0,2016-06-05
104652,15.29712471,-90.44398715,0,2010-09-11
104652,15.29712471,-90.44398715,0,2011-12-07
104652,15.29712471,-90.44398715,0,2015-08-05
104654,15.29227121,-91.29971342,0,2013-01-25
104677,15.2885846,-91.79018831,0,2019-03-04
104678,15.28778219,-91.96988454,0,2012-04-19
104679,15.32591456,-91.82747954,0,2019-11-26
104680,15.33417324,-91.77256168,0,2018-02-25
104681,15.26873996,-91.95347208,0,2012-04-24
104681,15.26873996,-91.95347208,0,2013-04-26
104681,15.26873996,-91.95347208,0,2010-05-07
104683,15.3417411,-91.90957513,0,2020-06-19
104683,15.3417411,-91.90957513,0,2015-05-17
104685,15.18416522,-90.67653241,0,2014-04-21
104688,15.05952784,-90.69265383,0,2017-07-17
104702,15.14338696,-90.96469123,0,2010-11-06
104702,15.14338696,-90.96469123,0,2016-05-31
104703,15.18125517,-90.92111791,0,2010-04-16
104705,15.24178093,-90.94402684,0,2018-01-11
104707,15.22267006,-91.80767004,0,2018-10-24
104708,15.27614641,-91.77211614,0,2015-11-06
104708,15.27614641,-91.77211614,0,2020-10-14
104710,15.2196133,-91.77674235,0,2021-10-21
104728,15.22407057,-91.38080219,0,2019-07-30
104729,15.29163194,-91.54436356,0,2016-02-24
104757,15.17746472,-89.93747909,0,2011-02-21
104762,15.15409926,-89.92713156,0,2020-06-12
104771,15.23515244,-90.31292629,0,2017-11-13
104777,15.23581241,-91.92829825,0,2016-05-20
104790,15.17096314,-91.33841852,0,2017-10-21
104792,15.07942075,-91.38570475,0,2015-10-10
104797,15.11239276,-91.30066476,0,2020-07-09
104799,15.20350473,-91.32279061,0,2015-07-13
104803,15.04841062,-91.41083854,0,2016-08-27
104808,15.1900345,-91.65859614,0,2018-07-12
104809,15.1903909,-91.65571929,0,2012-09-08
104813,15.15940216,-90.10775904,0,2013-08-14
104819,15.20016589,-90.26622962,0,2013-03-19
104821,15.20286333,-90.18178633,0,2020-12-20
104826,15.1515086,-91.07257126,0,2011-03-31
104830,15.12254737,-91.09427125,0,2021-01-11
104835,15.14849679,-91.23525674,0,2014-11-03
104848,15.19775515,-91.90372164,0,2020-05-07
104851,15.19551019,-90.98891659,0,2012-12-28
104852,15.21512046,-90.97356369,0,2012-05-10
104853,15.18529634,-91.06545029,0,2019-10-31
104860,15.08655574,-89.72215493,0,2015-11-02
104881,15.13892208,-91.98692378,0,2013-08-26
104892,15.09534061,-90.9412025,0,2015-12-12
104892,15.09534061,-90.9412025,0,2017-12-13
104893,15.06129985,-90.89420096,0,2014-06-12
104894,15.07252287,-90.84511236,0,2018-06-02
104895,15.09409762,-90.90736968,0,2010-04-03
104899,15.12750794,-89.90867648,0,2020-09-12
104904,15.10490605,-89.96902511,0,2019-04-19
104914,15.10074795,-90.20897329,0,2013-01-22
104915,15.1064175,-90.14838166,0,2018-06-03
104917,15.05010535,-91.28004659,0,2014-11-26
104918,14.94825063,-91.2982773,0,2018-11-07
104921,15.04185899,-91.23069512,0,2018-03-07
104948,15.01575858,-91.82376972,0,2021-11-02
104951,15.02876956,-91.80230593,0,2010-04-02
104962,15.02874828,-91.73512203,0,2013-03-02
104977,14.99630262,-91.72042842,0,2014-08-28
104992,14.94684592,-91.65298678,0,2019-11-04
104992,14.94684592,-91.65298678,0,2012-12-18
104993,14.96572937,-91.6595229,0,2010-07-04
104995,14.96013517,-91.65690267,0,2017-11-26
105006,14.9029799,-91.29285796,0,2015-02-13
105077,14.79035719,-91.40914386,0,2018-03-14
105077,14.79035719,-91.40914386,0,2019-06-01
105078,14.82595412,-91.78930574,0,2021-03-13
105079,14.81880961,-91.79087264,0,2019-09-14
105084,14.84350929,-91.45319874,0,2017-01-23
105087,14.79793856,-91.69821119,0,2010-11-19
105090,14.76595842,-89.94194396,0,2019-03-05
105091,14.60414662,-90.00397181,0,2013-02-06
105093,14.58676377,-89.94248832,0,2018-01-05
105101,14.75856087,-91.7292146,0,2018-04-25
105128,14.77716724,-90.87568929,0,2019-05-19
105150,14.67744563,-90.91104072,0,2012-06-03
105152,14.6432792,-90.78210949,0,2017-07-11
105153,14.64785745,-91.05958023,0,2019-12-05
105176,14.67739221,-89.39599248,0,2019-07-21
105231,14.61914688,-91.33430172,0,2017-03-16
105250,14.57993479,-90.83698439,0,2010-07-16
105257,14.55932747,-90.33697153,0,2013-06-13
105281,14.56838733,-90.96879007,0,2012-02-23
105413,14.36383064,-90.22307946,0,2016-06-01
105413,14.36383064,-90.22307946,0,2016-08-14
105445,14.36977615,-90.06253086,0,2017-02-24
105454,14.41908341,-89.92937211,0,2012-09-15
105458,14.40789114,-89.9694486,0,2018-06-05
105464,14.20896901,-89.81537684,0,2016-09-07
105532,14.33092489,-90.07901284,0,2019-11-06
105532,14.33092489,-90.07901284,0,2017-05-10
105549,14.25737131,-90.47014279,0,2017-02-15
105549,14.25737131,-90.47014279,0,2011-04-17
105644,14.15984235,-90.29115971,0,2014-05-20
105644,14.15984235,-90.29115971,0,2016-06-18
105645,14.1840376,-90.25416848,0,2017-07-26
105647,14.1580695,-90.26123844,0,2016-11-13
105746,15.54119406,-91.65275454,0,2021-03-12
105746,15.54119406,-91.65275454,0,2021-05-06
105747,15.61101664,-91.52257486,0,2016-06-20
105748,15.58783845,-91.56549869,0,2017-04-20
105750,15.52334226,-91.54152246,0,2012-04-08
105752,15.55149725,-91.55303523,0,2020-02-27
105818,15.71864162,-91.08624855,0,2021-06-10
105818,15.71864162,-91.08624855,0,2019-04-26
105820,15.95080079,-91.42345747,0,2016-12-04
105844,15.75315234,-91.32415926,0,2020-05-21
105847,15.15161796,-91.58527456,0,2018-06-07
105852,15.08459462,-91.79177126,0,2013-09-24
105861,15.23816041,-91.31018282,0,2012-09-20
105868,15.92058766,-91.65557653,0,2010-01-20
105901,15.30726784,-91.93611905,0,2018-11-10
105909,15.05879831,-91.05916745,0,2019-09-06
105916,14.87986362,-91.48364121,0,2019-04-02
105956,15.72507095,-91.29601948,0,2016-02-01
105962,15.21070774,-91.32692885,0,2018-04-06
105962,15.21070774,-91.32692885,0,2011-06-10
106023,15.54017835,-91.05654943,0,2010-05-03
106031,15.61262759,-90.25188999,0,2017-12-24
106039,14.57058521,-90.89922296,0,2016-04-01
106043,14.54278065,-90.97961394,0,2012-10-11
106081,14.7423268,-91.3556104,0,2015-12-08
106081,14.7423268,-91.3556104,0,2019-09-22
106092,14.51949312,-90.05092221,0,2015-01-22
106094,15.47893326,-92.05451518,0,2021-05-24
106149,14.34382122,-90.32982757,0,2013-06-02
106156,14.43803248,-90.8588718,0,2015-12-08
106170,15.12883921,-90.2604446,0,2013-06-21
106171,15.15290534,-91.1924575,0,2012-01-06
106172,15.18043204,-89.9198093,0,2010-08-21
106194,15.54681842,-91.35176227,0,2014-12-17
106194,15.54681842,-91.35176227,0,2018-04-03
106203,15.46178187,-90.56848488,0,2015-08-11
106203,15.46178187,-90.56848488,0,2014-03-12
106273,15.1022747,-91.64745478,0,2016-12-03
106273,15.1022747,-91.64745478,0,2017-11-17
106296,14.57428382,-89.16296126,0,2012-02-05
106297,15.4242859,-90.90694123,0,2011-04-10
106324,15.06794302,-89.78835533,0,2013-06-11
106332,15.47568911,-90.46097153,0,2020-06-23
106332,15.47568911,-90.46097153,0,2012-02-29
106364,15.38440471,-91.01196648,0,2016-08-13
106409,15.44018523,-91.6974453,0,2021-04-27
106417,15.61678773,-90.2275932,0,2013-12-21
106432,15.74698767,-91.53995622,0,2014-12-19
106436,15.9328234,-91.38652384,0,2014-03-07
106456,15.38208458,-90.0484074,0,2018-03-25
106460,14.53200957,-90.96707791,0,2014-11-09
106464,15.74051318,-91.5335515,0,2014-06-10
106510,15.54915465,-91.40880417,0,2014-05-19
106523,16.04951601,-91.73311273,0,2012-11-01
106539,15.17584585,-91.93202453,0,2018-02-09
106539,15.17584585,-91.93202453,0,2021-03-03
106561,14.41119017,-90.02819681,0,2021-12-06
106620,14.63047567,-90.08867941,0,2018-07-16
106636,14.86462177,-90.74384582,0,2011-09-16
106674,14.62805401,-91.18483572,0,2013-02-16
106675,15.28219772,-91.40491113,0,2011-10-07
106689,14.34884921,-90.21233966,0,2013-02-20
106710,15.11120546,-91.6955975,0,2013-11-11
106737,15.11480502,-91.74925309,0,2017-06-26
106773,16.03038269,-91.75523927,0,2017-04-17
106774,14.32596517,-90.32814298,0,2013-03-17
106843,15.33302304,-91.24071421,0,2019-07-17
106865,14.48891018,-89.42088966,0,2016-10-04
106891,14.42490009,-90.41744539,0,2013-10-20
106891,14.42490009,-90.41744539,0,2015-01-29
106907,14.92981735,-90.58350342,0,2010-07-17
106949,14.81725553,-90.86741772,0,2013-04-09
106975,14.63406027,-90.93681483,0,2012-09-15
106977,15.29237416,-90.46245898,0,2015-05-03
106980,15.66415863,-91.54699991,0,2013-12-27
106992,15.47162342,-91.1245227,0,2013-08-20
107008,14.90944532,-91.86803718,0,2018-06-09
107011,15.1757608,-90.70314671,0,2011-12-01
107016,14.96690078,-91.54479734,0,2019-09-28
107027,15.04225887,-91.400341,0,2020-05-16
107047,15.37540528,-90.00367968,0,2019-09-01
107054,15.29207504,-90.80642303,0,2019-02-12
107071,14.96231097,-90.78129887,0,2017-12-28
107087,15.08656745,-91.33686115,0,2011-05-14
107087,15.08656745,-91.33686115,0,2016-02-25
107110,15.97641166,-91.614039,0,2013-07-03
107135,15.61948836,-90.13646421,0,2013-05-29
107168,15.47262462,-91.33524025,0,2014-06-30
107194,15.11342008,-89.84504222,0,2019-06-26
107196,15.33162295,-90.07461666,0,2015-10-14
107196,15.33162295,-90.07461666,0,2011-08-21
107198,14.73419043,-90.62276604,0,2013-03-31
107198,14.73419043,-90.62276604,0,2019-10-05
107198,14.73419043,-90.62276604,0,2021-09-08
107210,15.48453185,-91.14844498,0,2010-01-06
107221,15.59807525,-90.98587421,0,2019-03-10
107249,15.5864553,-91.52985976,0,2012-12-01
107272,15.38627612,-91.07649967,0,2013-06-25
107279,14.29672821,-90.11329044,0,2021-11-11
107289,15.14280076,-90.21877738,0,2017-07-11
107302,15.13988151,-91.97821944,0,2010-10-21
107302,15.13988151,-91.97821944,0,2012-05-15
107313,15.01976022,-91.85507899,0,2020-03-10
107313,15.01976022,-91.85507899,0,2011-07-25
107333,14.81814345,-91.69416888,0,2020-06-24
107336,15.20105405,-89.70927646,0,2015-12-02
107340,15.07579113,-89.88508677,0,2020-10-26
107340,15.07579113,-89.88508677,0,2021-05-13
107349,15.01358361,-89.91978517,0,2021-03-11
107377,15.23528471,-90.76777006,0,2017-12-10
107379,15.21900726,-89.78139658,0,2010-06-05
107379,15.21900726,-89.78139658,0,2020-07-14
107415,15.07680396,-90.88627069,0,2017-04-23
107469,15.95585521,-91.30946066,0,2018-08-05
107493,15.33074827,-90.27895208,0,2018-05-05
107496,15.09928466,-89.63710597,0,2013-10-19
107502,15.24670905,-91.67660637,0,2011-12-17
107558,14.73109259,-90.69601518,0,2012-12-05
107573,14.40096574,-90.62058862,0,2016-11-22
107573,14.40096574,-90.62058862,0,2018-05-23
107589,15.17748851,-91.80497433,0,2021-11-02
107611,14.68176517,-91.19653981,0,2018-01-23
107611,14.68176517,-91.19653981,0,2016-03-18
107654,15.357395,-91.80229091,0,2020-11-17
107664,14.7406109,-91.56147735,0,2017-02-03
107664,14.7406109,-91.56147735,0,2017-01-03
107679,14.74748819,-90.577323,0,2015-11-17
107680,15.14232821,-90.14540215,0,2013-02-13
107698,15.48721325,-91.13730351,0,2019-08-31
